Keyword1,Keyword2,Keyword3,Keyword4,Headline1,Headline2,description,finalUrls,path1,path2,availability,bid,campaignname,adgroupname,campaignbudget
keyword73,keyword2063,keyword3063,keyword4063,headline73,headline83,description73,http://finalurl73.com,folder73,folder83, in stock,61, campaign45,adgroup45,150
keyword74,keyword2064,keyword3064,keyword4064,headline74,headline84,description74,http://finalurl74.com,folder74,folder84, in stock,61, campaign45,adgroup45,150
keyword75,keyword2065,keyword3065,keyword4065,headline75,headline85,description75,http://finalurl75.com,folder75,folder85, in stock,61, campaign45,adgroup45,150
keyword76,keyword2066,keyword3066,keyword4066,headline76,headline86,description76,http://finalurl76.com,folder76,folder86, in stock,36, campaign45,adgroup46,150
keyword77,keyword2067,keyword3067,keyword4067,headline77,headline87,description77,http://finalurl77.com,folder77,folder87, in stock,36, campaign45,adgroup46,150
keyword78,keyword2068,keyword3068,keyword4068,headline78,headline88,description78,http://finalurl78.com,folder78,folder88, in stock,36, campaign45,adgroup46,150
keyword79,keyword2069,keyword3069,keyword4069,headline79,headline89,description79,http://finalurl79.com,folder79,folder89, in stock,36, campaign45,adgroup46,150
keyword80,keyword2070,keyword3070,keyword4070,headline80,headline90,description80,http://finalurl80.com,folder80,folder90, in stock,36, campaign45,adgroup46,150
keyword81,keyword2071,keyword3071,keyword4071,headline81,headline91,description81,http://finalurl81.com,folder81,folder91, in stock,36, campaign45,adgroup46,150
keyword82,keyword2072,keyword3072,keyword4072,headline82,headline92,description82,http://finalurl82.com,folder82,folder92, in stock,36, campaign45,adgroup46,150
keyword83,keyword2073,keyword3073,keyword4073,headline83,headline93,description83,http://finalurl83.com,folder83,folder93, in stock,36, campaign45,adgroup46,150
keyword84,keyword2074,keyword3074,keyword4074,headline84,headline94,description84,http://finalurl84.com,folder84,folder94, in stock,36, campaign45,adgroup46,150
keyword85,keyword2075,keyword3075,keyword4075,headline85,headline95,description85,http://finalurl85.com,folder85,folder95, in stock,36, campaign45,adgroup46,150
keyword86,keyword2076,keyword3076,keyword4076,headline86,headline96,description86,http://finalurl86.com,folder86,folder96, in stock,36, campaign45,adgroup46,150
keyword87,keyword2077,keyword3077,keyword4077,headline87,headline97,description87,http://finalurl87.com,folder87,folder97, in stock,36, campaign45,adgroup46,150
keyword88,keyword2078,keyword3078,keyword4078,headline88,headline98,description88,http://finalurl88.com,folder88,folder98, in stock,36, campaign45,adgroup46,150
keyword89,keyword2079,keyword3079,keyword4079,headline89,headline99,description89,http://finalurl89.com,folder89,folder99, in stock,36, campaign45,adgroup46,150
keyword90,keyword2080,keyword3080,keyword4080,headline90,headline100,description90,http://finalurl90.com,folder90,folder100, in stock,36, campaign45,adgroup46,150
keyword91,keyword2081,keyword3081,keyword4081,headline91,headline101,description91,http://finalurl91.com,folder91,folder101, in stock,36, campaign45,adgroup46,150
keyword92,keyword2082,keyword3082,keyword4082,headline92,headline102,description92,http://finalurl92.com,folder92,folder102, in stock,36, campaign45,adgroup46,150
keyword93,keyword2083,keyword3083,keyword4083,headline93,headline103,description93,http://finalurl93.com,folder93,folder103, in stock,36, campaign45,adgroup46,150
keyword94,keyword2084,keyword3084,keyword4084,headline94,headline104,description94,http://finalurl94.com,folder94,folder104, in stock,36, campaign45,adgroup46,150
keyword95,keyword2085,keyword3085,keyword4085,headline95,headline105,description95,http://finalurl95.com,folder95,folder105, in stock,36, campaign45,adgroup46,150
keyword96,keyword2086,keyword3086,keyword4086,headline96,headline106,description96,http://finalurl96.com,folder96,folder106, in stock,36, campaign45,adgroup46,150
keyword97,keyword2087,keyword3087,keyword4087,headline97,headline107,description97,http://finalurl97.com,folder97,folder107, in stock,36, campaign45,adgroup46,150
keyword98,keyword2088,keyword3088,keyword4088,headline98,headline108,description98,http://finalurl98.com,folder98,folder108, in stock,36, campaign45,adgroup46,150
keyword99,keyword2089,keyword3089,keyword4089,headline99,headline109,description99,http://finalurl99.com,folder99,folder109, in stock,36, campaign45,adgroup46,150
keyword100,keyword2090,keyword3090,keyword4090,headline100,headline110,description100,http://finalurl100.com,folder100,folder110, in stock,36, campaign45,adgroup46,150
keyword101,keyword2091,keyword3091,keyword4091,headline101,headline111,description101,http://finalurl101.com,folder101,folder111, in stock,36, campaign45,adgroup46,150
keyword102,keyword2092,keyword3092,keyword4092,headline102,headline112,description102,http://finalurl102.com,folder102,folder112, in stock,36, campaign45,adgroup46,150
keyword103,keyword2093,keyword3093,keyword4093,headline103,headline113,description103,http://finalurl103.com,folder103,folder113, in stock,36, campaign45,adgroup46,150
keyword104,keyword2094,keyword3094,keyword4094,headline104,headline114,description104,http://finalurl104.com,folder104,folder114, in stock,36, campaign45,adgroup46,150
keyword105,keyword2095,keyword3095,keyword4095,headline105,headline115,description105,http://finalurl105.com,folder105,folder115, in stock,36, campaign45,adgroup46,150
keyword106,keyword2096,keyword3096,keyword4096,headline106,headline116,description106,http://finalurl106.com,folder106,folder116, in stock,36, campaign45,adgroup46,150
keyword107,keyword2097,keyword3097,keyword4097,headline107,headline117,description107,http://finalurl107.com,folder107,folder117, in stock,36, campaign45,adgroup46,150
keyword108,keyword2098,keyword3098,keyword4098,headline108,headline118,description108,http://finalurl108.com,folder108,folder118, in stock,36, campaign45,adgroup46,150
keyword109,keyword2099,keyword3099,keyword4099,headline109,headline119,description109,http://finalurl109.com,folder109,folder119, in stock,36, campaign45,adgroup46,150
keyword110,keyword2100,keyword3100,keyword4100,headline110,headline120,description110,http://finalurl110.com,folder110,folder120, in stock,36, campaign45,adgroup46,150
keyword111,keyword2101,keyword3101,keyword4101,headline111,headline121,description111,http://finalurl111.com,folder111,folder121, in stock,36, campaign45,adgroup46,150
keyword112,keyword2102,keyword3102,keyword4102,headline112,headline122,description112,http://finalurl112.com,folder112,folder122, in stock,36, campaign45,adgroup46,150
keyword113,keyword2103,keyword3103,keyword4103,headline113,headline123,description113,http://finalurl113.com,folder113,folder123, in stock,36, campaign45,adgroup46,150
keyword114,keyword2104,keyword3104,keyword4104,headline114,headline124,description114,http://finalurl114.com,folder114,folder124, in stock,36, campaign45,adgroup46,150
keyword115,keyword2105,keyword3105,keyword4105,headline115,headline125,description115,http://finalurl115.com,folder115,folder125, in stock,36, campaign45,adgroup46,150
keyword116,keyword2106,keyword3106,keyword4106,headline116,headline126,description116,http://finalurl116.com,folder116,folder126, in stock,36, campaign45,adgroup46,150
keyword117,keyword2107,keyword3107,keyword4107,headline117,headline127,description117,http://finalurl117.com,folder117,folder127, in stock,36, campaign45,adgroup46,150
keyword118,keyword2108,keyword3108,keyword4108,headline118,headline128,description118,http://finalurl118.com,folder118,folder128, in stock,36, campaign45,adgroup46,150
keyword119,keyword2109,keyword3109,keyword4109,headline119,headline129,description119,http://finalurl119.com,folder119,folder129, in stock,36, campaign45,adgroup46,150
keyword120,keyword2110,keyword3110,keyword4110,headline120,headline130,description120,http://finalurl120.com,folder120,folder130, in stock,36, campaign45,adgroup46,150
keyword121,keyword2111,keyword3111,keyword4111,headline121,headline131,description121,http://finalurl121.com,folder121,folder131, in stock,36, campaign45,adgroup46,150
keyword122,keyword2112,keyword3112,keyword4112,headline122,headline132,description122,http://finalurl122.com,folder122,folder132, in stock,36, campaign45,adgroup46,150
keyword123,keyword2113,keyword3113,keyword4113,headline123,headline133,description123,http://finalurl123.com,folder123,folder133, in stock,36, campaign45,adgroup46,150
keyword124,keyword2114,keyword3114,keyword4114,headline124,headline134,description124,http://finalurl124.com,folder124,folder134, in stock,36, campaign45,adgroup46,150
keyword125,keyword2115,keyword3115,keyword4115,headline125,headline135,description125,http://finalurl125.com,folder125,folder135, in stock,36, campaign45,adgroup46,150
keyword126,keyword2116,keyword3116,keyword4116,headline126,headline136,description126,http://finalurl126.com,folder126,folder136, in stock,36, campaign45,adgroup46,150
keyword127,keyword2117,keyword3117,keyword4117,headline127,headline137,description127,http://finalurl127.com,folder127,folder137, in stock,36, campaign45,adgroup46,150
keyword128,keyword2118,keyword3118,keyword4118,headline128,headline138,description128,http://finalurl128.com,folder128,folder138, in stock,36, campaign45,adgroup46,150
keyword129,keyword2119,keyword3119,keyword4119,headline129,headline139,description129,http://finalurl129.com,folder129,folder139, in stock,36, campaign45,adgroup46,150
keyword130,keyword2120,keyword3120,keyword4120,headline130,headline140,description130,http://finalurl130.com,folder130,folder140, in stock,36, campaign45,adgroup46,150
keyword131,keyword2121,keyword3121,keyword4121,headline131,headline141,description131,http://finalurl131.com,folder131,folder141, in stock,36, campaign45,adgroup46,150
keyword132,keyword2122,keyword3122,keyword4122,headline132,headline142,description132,http://finalurl132.com,folder132,folder142, in stock,36, campaign45,adgroup46,150
keyword133,keyword2123,keyword3123,keyword4123,headline133,headline143,description133,http://finalurl133.com,folder133,folder143, in stock,36, campaign45,adgroup46,150
keyword134,keyword2124,keyword3124,keyword4124,headline134,headline144,description134,http://finalurl134.com,folder134,folder144, in stock,36, campaign45,adgroup46,150
keyword135,keyword2125,keyword3125,keyword4125,headline135,headline145,description135,http://finalurl135.com,folder135,folder145, in stock,36, campaign45,adgroup46,150
keyword136,keyword2126,keyword3126,keyword4126,headline136,headline146,description136,http://finalurl136.com,folder136,folder146, in stock,36, campaign45,adgroup46,150
keyword137,keyword2127,keyword3127,keyword4127,headline137,headline147,description137,http://finalurl137.com,folder137,folder147, in stock,36, campaign45,adgroup46,150
keyword138,keyword2128,keyword3128,keyword4128,headline138,headline148,description138,http://finalurl138.com,folder138,folder148, in stock,36, campaign45,adgroup46,150
keyword139,keyword2129,keyword3129,keyword4129,headline139,headline149,description139,http://finalurl139.com,folder139,folder149, in stock,36, campaign45,adgroup46,150
keyword140,keyword2130,keyword3130,keyword4130,headline140,headline150,description140,http://finalurl140.com,folder140,folder150, in stock,36, campaign45,adgroup46,150
keyword141,keyword2131,keyword3131,keyword4131,headline141,headline151,description141,http://finalurl141.com,folder141,folder151, in stock,36, campaign45,adgroup46,150
keyword142,keyword2132,keyword3132,keyword4132,headline142,headline152,description142,http://finalurl142.com,folder142,folder152, in stock,36, campaign45,adgroup46,150
keyword143,keyword2133,keyword3133,keyword4133,headline143,headline153,description143,http://finalurl143.com,folder143,folder153, in stock,36, campaign45,adgroup46,150
keyword144,keyword2134,keyword3134,keyword4134,headline144,headline154,description144,http://finalurl144.com,folder144,folder154, in stock,36, campaign45,adgroup46,150
keyword145,keyword2135,keyword3135,keyword4135,headline145,headline155,description145,http://finalurl145.com,folder145,folder155, in stock,36, campaign45,adgroup46,150
keyword146,keyword2136,keyword3136,keyword4136,headline146,headline156,description146,http://finalurl146.com,folder146,folder156, in stock,36, campaign45,adgroup46,150
keyword147,keyword2137,keyword3137,keyword4137,headline147,headline157,description147,http://finalurl147.com,folder147,folder157, in stock,36, campaign45,adgroup46,150
keyword148,keyword2138,keyword3138,keyword4138,headline148,headline158,description148,http://finalurl148.com,folder148,folder158, in stock,36, campaign45,adgroup46,150
keyword149,keyword2139,keyword3139,keyword4139,headline149,headline159,description149,http://finalurl149.com,folder149,folder159, in stock,36, campaign45,adgroup46,150
keyword150,keyword2140,keyword3140,keyword4140,headline150,headline160,description150,http://finalurl150.com,folder150,folder160, in stock,36, campaign45,adgroup46,150
keyword151,keyword2141,keyword3141,keyword4141,headline151,headline161,description151,http://finalurl151.com,folder151,folder161, in stock,36, campaign45,adgroup46,150
keyword152,keyword2142,keyword3142,keyword4142,headline152,headline162,description152,http://finalurl152.com,folder152,folder162, in stock,36, campaign45,adgroup46,150
keyword153,keyword2143,keyword3143,keyword4143,headline153,headline163,description153,http://finalurl153.com,folder153,folder163, in stock,36, campaign45,adgroup46,150
keyword154,keyword2144,keyword3144,keyword4144,headline154,headline164,description154,http://finalurl154.com,folder154,folder164, in stock,36, campaign45,adgroup46,150
keyword155,keyword2145,keyword3145,keyword4145,headline155,headline165,description155,http://finalurl155.com,folder155,folder165, in stock,36, campaign45,adgroup46,150
keyword156,keyword2146,keyword3146,keyword4146,headline156,headline166,description156,http://finalurl156.com,folder156,folder166, in stock,36, campaign45,adgroup46,150
keyword157,keyword2147,keyword3147,keyword4147,headline157,headline167,description157,http://finalurl157.com,folder157,folder167, in stock,36, campaign45,adgroup46,150
keyword158,keyword2148,keyword3148,keyword4148,headline158,headline168,description158,http://finalurl158.com,folder158,folder168, in stock,36, campaign45,adgroup46,150
keyword159,keyword2149,keyword3149,keyword4149,headline159,headline169,description159,http://finalurl159.com,folder159,folder169, in stock,36, campaign45,adgroup46,150
keyword160,keyword2150,keyword3150,keyword4150,headline160,headline170,description160,http://finalurl160.com,folder160,folder170, in stock,36, campaign45,adgroup46,150
keyword161,keyword2151,keyword3151,keyword4151,headline161,headline171,description161,http://finalurl161.com,folder161,folder171, in stock,36, campaign45,adgroup46,150
keyword162,keyword2152,keyword3152,keyword4152,headline162,headline172,description162,http://finalurl162.com,folder162,folder172, in stock,36, campaign45,adgroup46,150
keyword163,keyword2153,keyword3153,keyword4153,headline163,headline173,description163,http://finalurl163.com,folder163,folder173, in stock,36, campaign45,adgroup46,150
keyword164,keyword2154,keyword3154,keyword4154,headline164,headline174,description164,http://finalurl164.com,folder164,folder174, in stock,36, campaign45,adgroup46,150
keyword165,keyword2155,keyword3155,keyword4155,headline165,headline175,description165,http://finalurl165.com,folder165,folder175, in stock,36, campaign45,adgroup46,150
keyword166,keyword2156,keyword3156,keyword4156,headline166,headline176,description166,http://finalurl166.com,folder166,folder176, in stock,36, campaign45,adgroup46,150
keyword167,keyword2157,keyword3157,keyword4157,headline167,headline177,description167,http://finalurl167.com,folder167,folder177, in stock,36, campaign45,adgroup46,150
keyword168,keyword2158,keyword3158,keyword4158,headline168,headline178,description168,http://finalurl168.com,folder168,folder178, in stock,36, campaign45,adgroup46,150
keyword169,keyword2159,keyword3159,keyword4159,headline169,headline179,description169,http://finalurl169.com,folder169,folder179, in stock,36, campaign46,adgroup46,200
keyword170,keyword2160,keyword3160,keyword4160,headline170,headline180,description170,http://finalurl170.com,folder170,folder180, in stock,36, campaign46,adgroup46,200
keyword171,keyword2161,keyword3161,keyword4161,headline171,headline181,description171,http://finalurl171.com,folder171,folder181, in stock,36, campaign46,adgroup46,200
keyword172,keyword2162,keyword3162,keyword4162,headline172,headline182,description172,http://finalurl172.com,folder172,folder182, in stock,36, campaign46,adgroup46,200
keyword173,keyword2163,keyword3163,keyword4163,headline173,headline183,description173,http://finalurl173.com,folder173,folder183, in stock,36, campaign46,adgroup46,200
keyword174,keyword2164,keyword3164,keyword4164,headline174,headline184,description174,http://finalurl174.com,folder174,folder184, in stock,36, campaign46,adgroup46,200
keyword175,keyword2165,keyword3165,keyword4165,headline175,headline185,description175,http://finalurl175.com,folder175,folder185, in stock,36, campaign46,adgroup46,200
keyword176,keyword2166,keyword3166,keyword4166,headline176,headline186,description176,http://finalurl176.com,folder176,folder186, in stock,36, campaign46,adgroup46,200
keyword177,keyword2167,keyword3167,keyword4167,headline177,headline187,description177,http://finalurl177.com,folder177,folder187, in stock,36, campaign46,adgroup46,200
keyword178,keyword2168,keyword3168,keyword4168,headline178,headline188,description178,http://finalurl178.com,folder178,folder188, in stock,36, campaign46,adgroup46,200
keyword179,keyword2169,keyword3169,keyword4169,headline179,headline189,description179,http://finalurl179.com,folder179,folder189, in stock,36, campaign46,adgroup46,200
keyword180,keyword2170,keyword3170,keyword4170,headline180,headline190,description180,http://finalurl180.com,folder180,folder190, in stock,36, campaign46,adgroup46,200
keyword181,keyword2171,keyword3171,keyword4171,headline181,headline191,description181,http://finalurl181.com,folder181,folder191, in stock,36, campaign46,adgroup46,200
keyword182,keyword2172,keyword3172,keyword4172,headline182,headline192,description182,http://finalurl182.com,folder182,folder192, in stock,36, campaign46,adgroup46,200
keyword183,keyword2173,keyword3173,keyword4173,headline183,headline193,description183,http://finalurl183.com,folder183,folder193, in stock,36, campaign46,adgroup46,200
keyword184,keyword2174,keyword3174,keyword4174,headline184,headline194,description184,http://finalurl184.com,folder184,folder194, in stock,36, campaign46,adgroup46,200
keyword185,keyword2175,keyword3175,keyword4175,headline185,headline195,description185,http://finalurl185.com,folder185,folder195, in stock,36, campaign46,adgroup46,200
keyword186,keyword2176,keyword3176,keyword4176,headline186,headline196,description186,http://finalurl186.com,folder186,folder196, in stock,36, campaign46,adgroup46,200
keyword187,keyword2177,keyword3177,keyword4177,headline187,headline197,description187,http://finalurl187.com,folder187,folder197, in stock,36, campaign46,adgroup46,200
keyword188,keyword2178,keyword3178,keyword4178,headline188,headline198,description188,http://finalurl188.com,folder188,folder198, in stock,36, campaign46,adgroup46,200
keyword189,keyword2179,keyword3179,keyword4179,headline189,headline199,description189,http://finalurl189.com,folder189,folder199, in stock,36, campaign46,adgroup46,200
keyword190,keyword2180,keyword3180,keyword4180,headline190,headline200,description190,http://finalurl190.com,folder190,folder200, in stock,36, campaign46,adgroup46,200
keyword191,keyword2181,keyword3181,keyword4181,headline191,headline201,description191,http://finalurl191.com,folder191,folder201, in stock,36, campaign46,adgroup46,200
keyword192,keyword2182,keyword3182,keyword4182,headline192,headline202,description192,http://finalurl192.com,folder192,folder202, in stock,36, campaign46,adgroup46,200
keyword193,keyword2183,keyword3183,keyword4183,headline193,headline203,description193,http://finalurl193.com,folder193,folder203, in stock,36, campaign46,adgroup46,200
keyword194,keyword2184,keyword3184,keyword4184,headline194,headline204,description194,http://finalurl194.com,folder194,folder204, in stock,36, campaign46,adgroup46,200
keyword195,keyword2185,keyword3185,keyword4185,headline195,headline205,description195,http://finalurl195.com,folder195,folder205, in stock,36, campaign46,adgroup46,200
keyword196,keyword2186,keyword3186,keyword4186,headline196,headline206,description196,http://finalurl196.com,folder196,folder206, in stock,36, campaign46,adgroup46,200
keyword197,keyword2187,keyword3187,keyword4187,headline197,headline207,description197,http://finalurl197.com,folder197,folder207, in stock,36, campaign46,adgroup46,200
keyword198,keyword2188,keyword3188,keyword4188,headline198,headline208,description198,http://finalurl198.com,folder198,folder208, in stock,36, campaign46,adgroup46,200
keyword199,keyword2189,keyword3189,keyword4189,headline199,headline209,description199,http://finalurl199.com,folder199,folder209, in stock,36, campaign46,adgroup46,200
keyword200,keyword2190,keyword3190,keyword4190,headline200,headline210,description200,http://finalurl200.com,folder200,folder210, in stock,36, campaign46,adgroup46,200
keyword201,keyword2191,keyword3191,keyword4191,headline201,headline211,description201,http://finalurl201.com,folder201,folder211, in stock,36, campaign46,adgroup46,200
keyword202,keyword2192,keyword3192,keyword4192,headline202,headline212,description202,http://finalurl202.com,folder202,folder212, in stock,36, campaign46,adgroup46,200
keyword203,keyword2193,keyword3193,keyword4193,headline203,headline213,description203,http://finalurl203.com,folder203,folder213, in stock,36, campaign46,adgroup46,200
keyword204,keyword2194,keyword3194,keyword4194,headline204,headline214,description204,http://finalurl204.com,folder204,folder214, in stock,36, campaign46,adgroup46,200
